customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,total_charges,churn_flag
4390-KYULV,Male,f,t,f,3,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,t,Credit card (automatic),20.55,51.15,t
4647-MUZON,Female,f,t,f,18,t,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,t,Credit card (automatic),95.95,1745.50,f
9702-AIUJO,Male,f,t,t,50,t,No,DSL,No,No,No,No,No,No,One year,t,Bank transfer (automatic),44.80,2230.85,f
8849-PRIQJ,Female,f,t,t,67,t,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,t,Electronic check,109.40,7281.60,f
8851-RAGOV,Female,f,t,f,25,t,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,t,Mailed check,71.05,1837.70,f
1304-NECVQ,Female,t,f,f,2,t,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,t,Electronic check,78.55,149.55,t
5396-IZEPB,Male,f,f,f,9,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Credit card (automatic),19.70,180.70,f
1729-VLAZJ,Female,f,f,t,10,f,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,f,Mailed check,40.25,411.45,f
8285-ABVLB,Female,f,t,f,70,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Credit card (automatic),19.85,1328.35,f
0701-TJSEF,Male,f,f,f,9,t,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,t,Bank transfer (automatic),68.25,576.95,f
5712-VBOXD,Female,f,f,f,4,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,t,Credit card (automatic),20.15,68.45,f
6629-LADHQ,Female,f,f,f,2,t,No,DSL,Yes,No,No,No,No,No,Month-to-month,f,Mailed check,50.95,123.05,f
8945-GRKHX,Female,f,f,t,1,t,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,f,Electronic check,78.65,78.65,t
1559-DTODC,Male,f,f,f,19,f,No phone service,DSL,No,No,No,No,No,No,Month-to-month,t,Bank transfer (automatic),25.15,468.35,f
4797-MIWUM,Male,f,t,t,7,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,t,Bank transfer (automatic),20.25,174.70,f
6959-UWKHF,Male,f,f,f,1,t,No,DSL,No,No,No,No,No,No,Month-to-month,t,Electronic check,42.90,42.90,t
8720-RQSBJ,Male,t,f,f,1,t,No,DSL,No,No,No,No,No,No,Month-to-month,f,Electronic check,44.00,44.00,f
4537-CIBHB,Female,f,t,t,9,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Mailed check,20.25,172.35,f
3815-SLMEF,Female,f,f,f,3,f,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,f,Mailed check,34.25,139.35,t
5154-VEKBL,Female,f,f,f,9,f,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,f,Mailed check,58.50,539.85,t
4324-AHJKS,Female,f,f,f,5,t,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,f,Credit card (automatic),55.80,300.40,f
4355-CVPVS,Female,f,t,t,56,t,No,Fiber optic,No,No,No,No,Yes,Yes,One year,f,Bank transfer (automatic),88.90,4968.00,f
4495-LHSSK,Female,f,f,t,18,t,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,f,Mailed check,57.65,992.70,f
5655-JSMZM,Male,t,f,f,49,t,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,t,Electronic check,96.20,4718.25,t
5915-ANOEI,Male,f,t,f,70,t,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,f,Mailed check,79.15,5536.50,f
9861-PDSZP,Female,f,f,f,72,t,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,t,Credit card (automatic),108.05,7806.60,f
4505-EXZHB,Female,t,f,f,6,t,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,f,Electronic check,74.40,434.10,t
7225-CBZPL,Male,t,t,f,17,t,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,t,Electronic check,94.80,1563.90,f
6704-UTUKK,Male,f,t,f,29,f,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,t,Electronic check,45.90,1332.40,f
4587-VVTOX,Female,f,t,f,6,t,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,t,Electronic check,105.30,545.20,t
2019-HDCZY,Male,f,t,f,63,t,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,f,Electronic check,102.60,6296.75,f
4652-NNHNY,Male,f,t,f,16,t,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,t,Bank transfer (automatic),73.85,1284.20,t
8788-DOXSU,Male,f,f,f,59,t,No,DSL,No,No,Yes,No,No,Yes,One year,t,Bank transfer (automatic),61.35,3645.50,f
7404-JLKQG,Female,f,f,f,3,t,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,f,Electronic check,57.55,161.45,f
7421-ZLUPA,Female,f,f,f,8,f,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,t,Mailed check,29.25,226.95,f
8972-HJWNV,Female,t,t,f,7,t,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,t,Electronic check,84.55,646.85,t
3274-NSDWE,Female,f,f,f,68,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Credit card (automatic),19.60,1441.65,f
2632-IVXVF,Female,f,t,t,68,t,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,f,Credit card (automatic),111.75,7511.30,f
3692-JHONH,Female,t,t,f,52,t,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,t,Electronic check,106.50,5621.85,f
8915-NNTRC,Male,f,t,t,72,t,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,t,Credit card (automatic),107.70,7919.80,f
5914-GXMDA,Female,f,t,f,32,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Mailed check,19.30,593.20,f
7463-IFMQU,Female,f,t,f,72,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Bank transfer (automatic),20.05,1423.65,f
2920-RNCEZ,Male,f,t,t,1,t,No,Fiber optic,No,No,No,No,No,No,Month-to-month,t,Credit card (automatic),69.95,69.95,f
2541-YGPKE,Male,f,t,t,42,t,No,DSL,Yes,No,No,Yes,No,Yes,One year,f,Credit card (automatic),63.70,2763.35,f
8515-OCTJS,Female,f,f,f,25,t,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Credit card (automatic),24.75,692.10,t
5382-TEMLV,Male,f,f,f,45,t,No,DSL,Yes,No,No,No,No,No,Month-to-month,t,Bank transfer (automatic),50.90,2298.55,f
3441-CGZJH,Female,f,t,t,43,f,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,t,Credit card (automatic),60.40,2640.55,f
9592-ERDKV,Male,f,t,f,37,t,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,f,Mailed check,79.25,2911.80,f
2860-RANUS,Female,t,f,f,20,t,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,t,Credit card (automatic),85.80,1727.50,t
5261-QSHQM,Female,f,f,f,4,f,No phone service,DSL,No,No,No,No,No,No,Month-to-month,t,Electronic check,24.45,86.60,t
4778-IZARL,Male,f,t,f,63,t,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,t,Credit card (automatic),110.10,6705.70,f
0432-CAJZV,Male,f,f,f,3,t,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,f,Mailed check,90.70,237.65,f
7008-LZVOZ,Male,f,t,t,66,t,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,t,Credit card (automatic),25.30,1672.35,f
8868-WOZGU,Male,f,f,f,28,t,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,t,Electronic check,105.70,2979.50,t
1200-TUZHR,Female,t,f,f,8,t,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,f,Electronic check,85.20,695.75,f
9365-CSLBQ,Male,f,f,t,71,t,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Mailed check,24.35,1654.60,f
1334-FJSVR,Male,f,f,f,1,f,No phone service,DSL,No,No,No,No,No,No,Month-to-month,t,Electronic check,24.25,24.25,t
5884-FBCTL,Female,f,t,t,72,t,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Bank transfer (automatic),25.10,1857.85,f
7130-CTCUS,Male,t,t,f,16,t,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,t,Bank transfer (automatic),54.55,825.10,f
6242-FEGFD,Male,f,t,f,66,t,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,f,Mailed check,96.60,6424.25,f
7625-XCQRH,Female,f,f,f,11,t,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,t,Electronic check,76.50,837.95,t
6194-HBGQN,Male,f,f,f,51,t,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,t,Credit card (automatic),81.15,4126.20,f
7634-WSWDB,Female,f,f,t,8,f,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,t,Electronic check,38.50,330.80,f
6986-IXNDM,Male,f,f,f,14,t,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,t,Electronic check,92.90,1337.45,f
1731-TVIUK,Female,f,f,f,4,t,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,t,Electronic check,93.50,362.20,t
2987-BJXIK,Female,f,f,f,70,t,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,f,Mailed check,84.70,5991.05,f
9769-TSBZE,Female,f,f,t,70,t,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,f,Electronic check,66.00,4891.50,f
0406-BPDVR,Female,t,t,f,54,t,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,t,Credit card (automatic),101.50,5373.10,t
0618-XWMSS,Male,f,f,t,28,t,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,t,Bank transfer (automatic),74.90,2068.55,t
1395-WSWXR,Male,f,f,f,24,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Mailed check,20.75,487.05,f
6023-GSSXW,Female,f,t,f,69,t,No,DSL,No,Yes,No,No,No,Yes,Two year,t,Credit card (automatic),61.45,4131.20,f
6752-APNJL,Male,f,t,t,42,t,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,f,Mailed check,54.50,2301.15,f
5276-KQWHG,Female,t,f,f,2,t,No,Fiber optic,No,No,No,No,No,No,Month-to-month,t,Electronic check,69.60,131.65,t
0420-HLGXF,Female,t,f,f,39,t,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,t,Electronic check,99.75,4036.00,f
7446-KQISO,Male,f,t,t,45,t,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,t,Bank transfer (automatic),109.75,4900.65,f
9823-EALYC,Male,f,t,t,72,t,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,t,Bank transfer (automatic),80.85,5727.45,f
0582-AVCLN,Female,f,f,f,38,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Mailed check,20.30,743.05,f
5803-NQJZO,Male,f,t,f,72,t,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,t,Bank transfer (automatic),67.80,4804.65,f
2565-JSLRY,Male,f,f,f,1,t,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,t,Mailed check,24.05,24.05,t
2607-DHDAK,Male,f,t,t,72,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,t,Credit card (automatic),19.80,1414.65,f
1073-XXCZD,Male,f,t,f,55,t,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Bank transfer (automatic),25.70,1443.65,f
0743-HRVFF,Female,f,t,t,51,f,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,t,Electronic check,56.15,2898.95,f
4006-HKYHO,Male,f,f,f,63,t,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,t,Bank transfer (automatic),86.70,5309.50,f
3727-JEZTU,Female,f,f,f,1,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Mailed check,20.40,20.40,f
8143-ETQTI,Female,f,t,t,23,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,t,Mailed check,19.65,451.55,f
6689-KXGBO,Female,f,f,f,1,t,No,DSL,No,Yes,No,No,No,No,Month-to-month,f,Electronic check,50.55,50.55,t
9667-TKTVZ,Female,f,f,f,2,t,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,t,Mailed check,54.35,117.05,f
3657-COGMW,Female,t,f,f,52,t,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,f,Credit card (automatic),108.10,5839.30,f
8570-KLJYJ,Female,f,f,f,36,t,Yes,DSL,Yes,No,No,No,No,No,One year,f,Mailed check,54.45,1893.50,f
7754-IXRMC,Female,f,f,f,1,t,No,DSL,No,No,No,No,No,No,Month-to-month,f,Mailed check,45.35,45.35,f
9473-CBZOP,Female,f,f,f,28,t,Yes,DSL,Yes,No,Yes,No,No,No,One year,f,Mailed check,59.00,1654.45,f
2969-WGHQO,Female,f,t,t,7,t,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,f,Electronic check,69.45,477.05,f
6615-NGGZJ,Male,f,f,f,14,t,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,t,Electronic check,100.55,1415.55,t
4334-HOWRP,Male,t,t,f,72,f,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,t,Credit card (automatic),64.95,4546.00,f
4255-DDUOU,Female,f,t,t,1,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,t,Mailed check,20.50,20.50,t
5863-OOKCL,Female,f,f,f,10,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Mailed check,18.85,163.20,f
1686-STUHN,Male,f,f,f,42,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,f,Bank transfer (automatic),19.80,849.90,f
1329-VHWNP,Female,f,f,f,7,f,No phone service,DSL,No,No,No,No,No,No,Month-to-month,f,Bank transfer (automatic),25.05,189.95,f
2984-MIIZL,Male,f,f,f,4,t,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,t,Bank transfer (automatic),74.80,321.90,t
0266-GMEAO,Male,f,t,t,72,t,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,t,Credit card (automatic),114.30,8058.55,f
5590-YRFJT,Female,f,t,f,20,f,No phone service,DSL,No,No,No,No,No,No,Month-to-month,t,Electronic check,24.45,482.80,t
5574-NXZIU,Male,f,f,f,63,t,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,f,Credit card (automatic),109.20,7049.75,f
0019-GFNTW,Female,f,f,f,56,f,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,f,Bank transfer (automatic),45.05,2560.10,f
4256-ZWTZI,Female,f,f,t,5,t,No,DSL,No,No,No,Yes,No,No,Month-to-month,t,Mailed check,51.00,286.80,f
8309-PPCED,Female,f,t,f,72,t,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,t,Bank transfer (automatic),110.45,7982.50,f
4098-NAUKP,Male,t,t,t,68,t,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,t,Electronic check,84.65,5683.60,f
5196-WPYOW,Male,f,t,t,67,t,No,DSL,Yes,Yes,No,Yes,No,No,One year,f,Mailed check,60.05,3994.05,f
4608-LCIMN,Male,f,t,t,8,t,No,DSL,No,No,No,No,No,No,Month-to-month,f,Bank transfer (automatic),44.65,369.15,f
1485-YDHMM,Male,f,t,t,52,t,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,t,Bank transfer (automatic),93.25,4631.70,f
4054-CUMIA,Female,f,t,t,18,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,t,Mailed check,20.25,401.95,f
0603-TPMIB,Female,f,t,t,59,t,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Mailed check,25.45,1534.05,f
2525-GVKQU,Female,f,f,f,60,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Mailed check,20.60,1093.00,f
8161-QYMTT,Male,f,f,f,7,t,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,t,Electronic check,94.10,701.30,f
9581-GVBXT,Male,f,t,t,59,f,No phone service,DSL,Yes,No,Yes,No,No,No,One year,f,Mailed check,34.80,1980.30,f
5862-BRIXZ,Male,f,f,f,46,f,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,t,Bank transfer (automatic),60.75,2893.40,f
5404-GGUKR,Male,f,f,f,5,t,No,DSL,No,Yes,No,No,No,No,Month-to-month,t,Electronic check,51.35,262.30,f
3308-JSGML,Male,t,t,f,59,f,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,t,Credit card (automatic),64.05,3886.85,f
2126-GSEGL,Female,f,t,f,70,t,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,t,Bank transfer (automatic),84.80,5917.55,f
3677-TNKIO,Female,f,f,f,14,t,No,Fiber optic,No,No,No,No,No,No,Month-to-month,t,Credit card (automatic),71.00,914.00,t
2434-EEVDB,Female,f,t,f,64,t,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,t,Credit card (automatic),94.60,5948.70,f
6762-QVYJO,Female,f,t,t,58,f,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,f,Mailed check,59.75,3624.35,f
6199-IWKGC,Female,t,t,f,46,t,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,f,Electronic check,100.25,4753.85,f
2675-DHUTR,Male,t,t,f,58,t,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,t,Electronic check,98.90,5780.70,f
8152-VETUR,Female,f,t,f,72,t,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,t,Credit card (automatic),97.70,6869.70,f
9667-EQRXU,Female,t,f,f,30,f,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,t,Electronic check,40.30,1172.95,t
7446-YPODE,Male,t,f,f,11,t,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,f,Bank transfer (automatic),60.25,662.95,f
9522-BNTHX,Female,t,f,f,34,f,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,t,Electronic check,56.25,1765.95,f
4676-WLUHT,Male,f,f,f,54,f,No phone service,DSL,Yes,Yes,No,No,No,Yes,Two year,f,Bank transfer (automatic),46.20,2431.95,f
3329-WDIOK,Female,f,f,f,3,f,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,t,Electronic check,50.60,155.35,t
7980-MHFLQ,Female,f,t,t,72,t,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Mailed check,24.90,1859.20,f
2873-ZLIWT,Female,f,t,t,40,t,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,t,Electronic check,84.85,3303.05,t
3415-TAILE,Female,f,t,t,2,t,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,f,Mailed check,65.70,134.35,t
0757-WCUUZ,Male,f,t,t,54,t,Yes,DSL,No,No,Yes,No,No,Yes,Two year,f,Credit card (automatic),63.35,3409.10,f
1629-DQQVB,Female,f,f,f,14,t,No,DSL,Yes,No,No,No,No,No,Month-to-month,f,Bank transfer (automatic),50.10,709.50,f
1915-IOFGU,Female,f,f,f,1,t,No,Fiber optic,No,No,No,No,No,No,Month-to-month,f,Electronic check,70.50,70.50,t
3045-XETSH,Female,f,f,f,10,t,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,t,Electronic check,94.85,953.45,t
0374-AACSZ,Female,f,f,f,1,t,No,DSL,Yes,No,No,No,No,No,Month-to-month,f,Electronic check,50.15,50.15,f
7239-HZZCX,Male,f,f,f,1,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,f,Mailed check,19.75,19.75,t
4872-VXRIL,Male,f,f,f,56,t,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,t,Bank transfer (automatic),64.65,3665.55,f
9140-CZQZZ,Female,f,t,f,68,t,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,t,Bank transfer (automatic),79.60,5515.80,f
3423-HHXAO,Female,f,t,t,14,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,t,Mailed check,19.50,272.00,f
9938-TKDGL,Male,f,t,t,68,t,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,t,Electronic check,99.55,6668.00,f
0531-ZZJWQ,Male,t,t,f,55,t,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,t,Electronic check,74.00,4052.40,f
6537-QLGEX,Female,f,f,f,16,f,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,t,Electronic check,38.90,664.40,f
2688-BHGOG,Male,t,f,f,9,t,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,t,Electronic check,79.55,718.55,f
7683-CBDKJ,Male,f,t,t,14,t,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,t,Electronic check,65.45,937.60,t
0946-CLJTI,Male,t,t,f,58,t,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,t,Electronic check,98.70,5812.60,t
3160-TYXLT,Male,f,f,f,53,f,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,t,Bank transfer (automatic),46.30,2546.85,f
1325-USMEC,Male,f,t,f,70,t,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,t,Credit card (automatic),99.35,6944.50,f
0916-QOFDP,Female,t,t,t,14,t,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,t,Electronic check,95.80,1346.30,f
0628-CNQRM,Male,f,t,t,22,t,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,t,Bank transfer (automatic),67.50,1544.05,t
5606-AMZBO,Female,f,t,f,10,t,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,t,Credit card (automatic),78.15,765.15,f
6199-IPCAO,Female,f,t,t,29,t,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Mailed check,26.10,692.55,f
7665-TOALD,Female,f,f,f,1,t,No,Fiber optic,No,No,No,No,No,No,Month-to-month,t,Electronic check,69.60,69.60,t
0112-QWPNC,Male,f,t,f,49,t,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,f,Electronic check,84.35,4059.35,t
0324-BRPCJ,Female,t,t,f,68,t,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,t,Electronic check,100.20,6851.65,t
2777-PHDEI,Female,f,f,f,1,t,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,f,Electronic check,78.05,78.05,t
5640-CAXOA,Female,f,f,f,30,f,No phone service,DSL,No,No,No,Yes,No,Yes,One year,t,Credit card (automatic),40.35,1187.05,f
2235-EZAIK,Female,f,t,f,72,t,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,f,Credit card (automatic),79.20,5401.90,f
3847-BAERP,Female,f,f,f,10,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,t,Mailed check,20.90,247.00,f
1196-AMORA,Male,f,f,f,7,t,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,f,Electronic check,73.60,520.00,t
4282-YMKNA,Female,f,f,f,9,t,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,t,Electronic check,74.75,706.60,t
1453-RZFON,Female,f,f,t,1,t,No,DSL,Yes,No,No,No,No,No,Month-to-month,f,Mailed check,49.90,49.90,f
8263-OKETD,Female,f,f,f,20,t,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,t,Credit card (automatic),68.90,1370.35,f
0670-KDOMA,Female,f,f,f,1,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,t,Mailed check,20.25,20.25,f
2476-YGEFM,Female,f,f,f,29,t,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,t,Credit card (automatic),76.00,2215.25,f
8687-BAFGU,Male,f,f,f,1,t,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,f,Electronic check,74.00,74.00,f
0641-EVBOJ,Male,f,f,f,3,t,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,t,Mailed check,82.30,214.40,f
0829-XXPLX,Female,f,f,f,20,t,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,t,Bank transfer (automatic),89.40,1871.15,f
9974-JFBHQ,Male,f,f,t,64,t,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,t,Credit card (automatic),99.15,6171.20,f
5356-RHIPP,Male,f,f,f,1,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,t,Mailed check,20.20,20.20,t
6624-JDRDS,Female,f,f,f,6,f,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,f,Bank transfer (automatic),29.45,161.45,f
0608-JDVEC,Male,f,t,f,50,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,f,Electronic check,19.80,1013.20,f
9780-FKVVF,Male,f,f,f,6,t,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,t,Bank transfer (automatic),59.15,336.70,f
1919-RTPQD,Male,f,t,t,7,t,No,DSL,No,No,No,No,No,No,Month-to-month,f,Electronic check,44.75,333.65,f
5214-NLTIT,Male,f,t,t,72,t,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,t,Credit card (automatic),90.80,6511.80,f
3345-PBBFH,Male,f,t,f,8,t,No,DSL,No,Yes,No,No,No,No,Month-to-month,t,Bank transfer (automatic),49.55,393.45,f
5055-BRMNE,Female,f,t,t,67,t,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,f,Credit card (automatic),106.70,7009.50,f
9189-JWSHV,Female,t,t,f,24,t,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,t,Electronic check,93.55,2264.05,t
2190-PHBHR,Female,f,t,f,72,t,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,t,Credit card (automatic),94.45,6921.70,f
2650-GYRYL,Male,f,t,t,33,t,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,t,Bank transfer (automatic),19.45,600.25,f
0746-JTRFU,Male,f,f,f,2,f,No phone service,DSL,No,No,No,No,No,No,Month-to-month,t,Electronic check,25.05,56.35,t
5208-FVQKB,Male,f,t,f,70,t,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,f,Mailed check,67.95,4664.15,f
7184-LRUUR,Female,f,f,f,22,t,No,DSL,No,Yes,Yes,No,Yes,No,One year,f,Bank transfer (automatic),65.25,1441.80,f
