customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,total_charges,churn_flag,charge_decile,tenure_bucket
3209-ZPKFI,Male,f,t,t,47,t,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,f,Electronic check,54.25,2538.20,f,4,25-48
1260-TTRXI,Male,f,f,f,4,t,No,DSL,No,No,No,No,No,Yes,Month-to-month,f,Electronic check,54.30,195.30,t,4,01-06
6981-TDRFT,Male,f,t,t,44,f,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,t,Electronic check,54.30,2317.10,f,4,25-48
3482-ABPKK,Female,f,f,f,28,t,No,DSL,Yes,No,No,Yes,No,No,One year,f,Mailed check,54.30,1546.30,f,4,25-48
3099-OONVS,Male,f,t,t,25,t,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,f,Electronic check,54.30,1296.80,f,4,25-48
6907-FLBER,Male,f,f,f,1,t,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,f,Electronic check,54.30,54.30,f,4,01-06
7191-ADRGF,Male,f,t,f,44,f,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,f,Bank transfer (automatic),54.30,2390.45,f,4,25-48
1803-BGNBD,Female,f,f,f,12,t,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,t,Electronic check,54.30,654.50,f,4,07-12
9667-TKTVZ,Female,f,f,f,2,t,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,t,Mailed check,54.35,117.05,f,4,01-06
7253-UVNDW,Female,f,f,f,46,t,No,DSL,No,No,Yes,Yes,No,No,Two year,f,Credit card (automatic),54.35,2460.15,t,4,25-48
4349-GFQHK,Male,f,f,f,1,t,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,f,Electronic check,54.35,54.35,t,4,01-06
5012-YSPJJ,Male,f,t,t,31,t,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,f,Mailed check,54.35,1647.00,f,4,25-48
3422-WJOYD,Male,f,t,f,28,t,No,DSL,Yes,No,No,Yes,No,No,One year,f,Mailed check,54.35,1426.45,f,4,25-48
1099-BTKWT,Female,f,t,f,68,f,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,t,Electronic check,54.40,3723.65,f,4,49+
9931-DCEZH,Male,f,f,t,28,t,No,DSL,No,Yes,No,Yes,No,No,One year,t,Credit card (automatic),54.40,1516.60,f,4,25-48
0557-ASKVU,Female,f,t,t,18,t,No,DSL,No,No,Yes,Yes,No,No,One year,t,Credit card (automatic),54.40,957.10,f,4,13-24
0277-BKSQP,Male,f,t,t,8,t,No,DSL,No,No,No,No,Yes,No,Month-to-month,t,Electronic check,54.40,475.10,f,4,07-12
1251-KRREG,Male,f,f,f,2,t,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,t,Mailed check,54.40,114.10,t,4,01-06
9099-FTUHS,Female,f,f,f,23,t,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,f,Electronic check,54.40,1249.25,f,4,13-24
9577-WJVCQ,Female,f,f,f,68,t,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,f,Mailed check,54.45,3687.75,f,4,49+
6313-GIDIT,Male,t,f,f,53,f,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,t,Electronic check,54.45,2854.55,t,4,49+
3620-MWJNE,Male,f,f,f,2,t,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,t,Mailed check,54.45,87.30,f,4,01-06
9206-GVPEQ,Male,f,t,f,13,f,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,t,Electronic check,54.45,706.85,t,4,13-24
6094-ZIVKX,Female,f,f,f,68,t,No,DSL,Yes,No,Yes,No,No,No,One year,t,Credit card (automatic),54.45,3674.95,f,4,49+
9554-DFKIC,Male,f,t,t,30,t,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,t,Bank transfer (automatic),54.45,1588.70,f,4,25-48
2433-KMEAS,Male,f,f,f,22,t,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,t,Electronic check,54.45,1127.35,t,4,13-24
8570-KLJYJ,Female,f,f,f,36,t,Yes,DSL,Yes,No,No,No,No,No,One year,f,Mailed check,54.45,1893.50,f,4,25-48
7246-ZGQDF,Female,f,f,t,1,t,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,f,Electronic check,54.50,54.50,f,4,01-06
9555-SAHUZ,Female,f,t,t,38,t,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,f,Electronic check,54.50,2076.05,f,4,25-48
7688-AWMDX,Male,f,t,f,71,t,No,DSL,Yes,No,No,Yes,No,No,Two year,f,Bank transfer (automatic),54.50,3778.20,f,4,49+
7966-YOTQW,Male,f,f,f,10,t,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,t,Credit card (automatic),54.50,568.20,f,4,07-12
6752-APNJL,Male,f,t,t,42,t,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,f,Mailed check,54.50,2301.15,f,4,25-48
7130-CTCUS,Male,t,t,f,16,t,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,t,Bank transfer (automatic),54.55,825.10,f,4,13-24
1097-FSPVW,Female,f,f,f,42,t,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,f,Credit card (automatic),54.55,2455.05,f,4,25-48
2812-ENYMO,Male,f,f,f,26,f,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,f,Credit card (automatic),54.55,1362.85,f,4,25-48
5707-ORNDZ,Male,t,f,f,9,t,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,f,Electronic check,54.55,494.05,t,4,07-12
4701-AHWMW,Male,f,t,f,55,f,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,t,Bank transfer (automatic),54.55,2978.30,t,4,49+
1089-HDMKP,Male,t,f,t,11,t,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,t,Electronic check,54.55,601.25,f,4,07-12
9411-TPQQV,Female,f,f,f,40,f,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,t,Bank transfer (automatic),54.55,2236.20,f,4,25-48
6576-FBXOJ,Male,f,t,f,17,f,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,f,Electronic check,54.60,934.80,f,4,13-24
1877-HKBQX,Female,f,f,f,11,t,No,DSL,Yes,No,No,Yes,No,No,One year,t,Mailed check,54.60,617.85,f,4,07-12
2519-ERQOJ,Male,t,f,f,33,f,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,t,Electronic check,54.60,1803.70,f,4,25-48
5256-SKJGO,Female,f,t,t,64,f,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,t,Electronic check,54.60,3423.50,f,4,49+
7901-IIDQV,Male,f,f,f,24,t,Yes,DSL,No,No,No,Yes,No,No,One year,f,Bank transfer (automatic),54.60,1242.25,f,4,13-24
4338-EYCER,Male,f,t,f,21,t,No,DSL,No,No,No,No,Yes,No,Month-to-month,f,Bank transfer (automatic),54.60,1125.20,f,4,13-24
9261-WDCAF,Male,f,f,f,3,t,No,DSL,No,No,No,No,No,Yes,Month-to-month,f,Mailed check,54.65,189.10,f,4,01-06
3745-HRPHI,Male,f,t,t,66,f,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,f,Bank transfer (automatic),54.65,3632.00,f,4,49+
6035-BXTTY,Female,t,f,f,32,t,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,f,Bank transfer (automatic),54.65,1830.10,f,4,25-48
6195-MELTI,Male,f,f,f,57,t,No,DSL,No,Yes,No,Yes,No,No,One year,t,Mailed check,54.65,3134.70,f,4,49+
5590-ZSKRV,Female,f,t,t,8,t,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,f,Mailed check,54.65,482.25,f,4,07-12
9342-VNIMQ,Male,f,f,f,33,t,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,t,Bank transfer (automatic),54.65,1665.20,f,4,25-48
0674-EYYZV,Female,f,f,f,1,t,No,DSL,No,No,No,No,Yes,No,Month-to-month,t,Electronic check,54.65,54.65,f,4,01-06
9972-NKTFD,Female,f,f,f,28,t,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,f,Bank transfer (automatic),54.65,1517.50,f,4,25-48
1716-LSAMB,Male,f,t,t,45,t,No,DSL,Yes,No,No,Yes,No,No,Two year,f,Bank transfer (automatic),54.65,2553.70,f,4,25-48
2087-QAREY,Female,f,t,f,22,t,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,t,Mailed check,54.70,1178.75,f,4,13-24
5542-DHSXL,Female,f,t,f,4,t,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,f,Mailed check,54.70,235.05,f,4,01-06
9269-CQOOL,Male,f,f,t,3,t,No,DSL,No,No,No,No,Yes,No,Month-to-month,t,Credit card (automatic),54.70,169.45,t,4,01-06
0285-INHLN,Male,f,t,t,27,t,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,t,Credit card (automatic),54.75,1510.30,f,4,25-48
1708-PBBOA,Female,f,f,f,42,f,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,t,Electronic check,54.75,2348.45,f,4,25-48
4280-DLSHD,Male,f,t,f,8,t,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,t,Mailed check,54.75,445.85,f,4,07-12
4074-SJFFA,Female,f,f,f,1,t,No,DSL,No,No,No,No,No,Yes,Month-to-month,t,Mailed check,54.75,54.75,t,4,01-06
8050-XGRVL,Female,f,t,t,62,t,No,DSL,Yes,No,Yes,No,No,No,One year,f,Credit card (automatic),54.75,3425.35,f,4,49+
7619-ODSGN,Male,f,t,t,24,t,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,f,Electronic check,54.75,1338.15,t,4,13-24
6261-LHRTG,Female,f,f,f,26,t,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,t,Credit card (automatic),54.75,1406.90,f,4,25-48
5515-RUGKN,Male,f,f,f,8,t,No,DSL,No,No,No,No,No,Yes,Month-to-month,t,Credit card (automatic),54.75,438.05,f,4,07-12
1042-HFUCW,Female,f,f,t,25,t,No,DSL,No,Yes,No,Yes,No,No,One year,t,Credit card (automatic),54.75,1266.35,f,4,25-48
4522-AKYLR,Female,t,f,f,13,t,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,t,Electronic check,54.80,731.30,f,4,13-24
3948-FVVRP,Male,f,t,t,9,t,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,f,Mailed check,54.80,452.80,f,4,07-12
3723-BFBGR,Male,t,f,f,24,t,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,f,Credit card (automatic),54.80,1291.30,f,4,13-24
2430-RRYUW,Male,f,f,f,66,t,No,DSL,Yes,Yes,No,No,No,No,One year,t,Mailed check,54.80,3465.70,f,4,49+
9332-GYWLO,Female,f,t,t,6,t,No,DSL,No,No,No,No,Yes,No,Month-to-month,f,Electronic check,54.85,355.10,f,4,01-06
8208-EUMTE,Male,f,f,f,16,f,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,f,Mailed check,54.85,916.15,f,4,13-24
2724-FJDYW,Male,f,f,t,39,f,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,f,Bank transfer (automatic),54.85,2191.70,f,4,25-48
4320-QMLLA,Male,f,f,f,7,t,No,DSL,No,No,No,No,Yes,No,Month-to-month,f,Mailed check,54.85,370.40,f,4,07-12
7580-UGXNC,Female,t,f,f,2,t,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,f,Mailed check,54.85,104.20,t,4,01-06
3658-KIBGF,Female,f,f,f,1,t,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,t,Electronic check,54.90,54.90,t,4,01-06
5944-UGLLK,Male,f,f,f,53,f,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,f,Credit card (automatic),54.90,3045.75,f,4,49+
4385-ZKVNW,Male,f,t,t,44,t,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,t,Bank transfer (automatic),54.90,2549.10,f,4,25-48
2511-MORQY,Male,f,t,t,50,t,Yes,DSL,No,No,Yes,No,No,No,One year,f,Bank transfer (automatic),54.90,2614.10,f,4,49+
7872-RDDLZ,Female,t,f,f,67,t,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,f,Electronic check,54.90,3725.50,f,4,49+
2155-AMQRX,Female,f,f,f,28,t,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,t,Credit card (automatic),54.90,1505.15,f,4,25-48
8735-DCXNF,Male,f,t,f,10,t,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,t,Credit card (automatic),54.95,568.85,f,4,07-12
6461-PPAXN,Female,f,t,t,35,t,No,DSL,Yes,No,No,Yes,No,No,One year,t,Bank transfer (automatic),54.95,1916.00,f,4,25-48
6522-OIQSX,Female,f,t,t,69,f,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,t,Credit card (automatic),54.95,3772.50,f,4,49+
2801-NISEI,Male,f,f,f,24,t,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,f,Electronic check,54.95,1348.50,f,4,13-24
3583-EKAPL,Male,f,f,f,1,t,No,DSL,No,No,No,No,No,Yes,Month-to-month,t,Electronic check,55.00,55.00,t,4,01-06
8292-TYSPY,Male,f,f,f,19,t,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,t,Credit card (automatic),55.00,1046.50,t,4,13-24
7733-UDMTP,Female,t,f,f,57,f,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,t,Electronic check,55.00,3094.05,f,4,49+
6599-SFQVE,Female,f,f,f,6,t,No,DSL,No,No,No,No,No,Yes,Month-to-month,t,Electronic check,55.00,340.40,f,4,01-06
7395-XWZOY,Male,f,f,f,20,f,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,t,Credit card (automatic),55.00,1165.55,f,4,13-24
8645-KWHJO,Male,f,f,f,14,f,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,t,Electronic check,55.00,771.95,f,4,13-24
1324-NLTJE,Female,t,f,f,15,t,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,f,Credit card (automatic),55.00,757.10,t,4,13-24
9863-JZAIC,Male,f,f,f,35,t,No,DSL,No,No,No,No,Yes,No,Month-to-month,f,Mailed check,55.00,2010.55,t,4,25-48
4351-QLCSU,Female,f,f,f,1,t,No,DSL,No,No,No,No,Yes,No,Month-to-month,t,Credit card (automatic),55.00,55.00,t,4,01-06
2188-SXWVT,Female,f,f,f,34,t,No,DSL,Yes,Yes,No,No,No,No,One year,f,Mailed check,55.00,1885.15,f,4,25-48
9931-KGHOA,Female,f,t,f,46,t,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,f,Bank transfer (automatic),55.00,2473.95,f,4,25-48
1114-CENIM,Male,f,f,t,54,t,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,t,Credit card (automatic),55.00,3092.65,t,4,49+
5208-HFSBT,Female,f,f,f,2,t,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,t,Credit card (automatic),55.05,102.75,t,4,01-06
3577-AMVUX,Male,f,f,f,1,t,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,f,Mailed check,55.05,55.05,f,4,01-06
6859-RKMZJ,Male,f,t,f,11,t,No,DSL,No,No,No,No,Yes,No,Month-to-month,t,Bank transfer (automatic),55.05,608.15,f,4,07-12
5151-HQRDG,Male,f,t,f,37,t,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,t,Mailed check,55.05,2030.75,f,4,25-48
8467-WYNSR,Male,f,f,f,22,t,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,f,Mailed check,55.10,1253.15,f,4,13-24
0807-ZABDG,Female,f,f,t,3,t,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,t,Mailed check,55.10,154.65,t,4,01-06
5493-SDRDQ,Male,f,f,f,2,t,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,t,Mailed check,55.10,113.35,t,4,01-06
2519-TWKFS,Male,f,t,t,25,t,Yes,DSL,No,No,No,Yes,No,No,One year,t,Mailed check,55.10,1466.10,f,4,25-48
8498-XXGWA,Female,f,t,f,65,t,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,t,Mailed check,55.15,3673.15,f,4,49+
9987-LUTYD,Female,f,f,f,13,t,No,DSL,Yes,No,No,Yes,No,No,One year,f,Mailed check,55.15,742.90,f,4,13-24
0314-TKOSI,Female,f,f,f,6,t,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,f,Mailed check,55.15,322.90,f,4,01-06
6214-EDAKZ,Female,f,t,t,22,t,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,f,Electronic check,55.15,1206.05,t,4,13-24
8806-EAGWC,Male,f,f,f,3,t,No,DSL,No,No,No,No,Yes,No,Month-to-month,f,Mailed check,55.15,159.15,t,4,01-06
9143-CANJF,Female,f,t,t,24,t,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,f,Electronic check,55.15,1319.85,f,4,13-24
4576-CSAJH,Male,f,f,f,22,t,No,DSL,No,Yes,No,Yes,No,No,One year,t,Credit card (automatic),55.15,1193.05,t,4,13-24
1575-KRZZE,Female,f,f,f,4,t,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,f,Electronic check,55.20,220.65,f,4,01-06
2232-DMLXU,Female,f,t,f,1,t,No,DSL,No,No,No,No,Yes,No,Month-to-month,f,Mailed check,55.20,55.20,t,4,01-06
6586-PSJOX,Male,f,f,t,15,t,No,DSL,No,No,Yes,Yes,No,No,One year,f,Credit card (automatic),55.20,864.55,f,4,13-24
4190-MFLUW,Female,f,t,t,10,t,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,f,Credit card (automatic),55.20,528.35,t,4,07-12
7382-DFJTU,Male,f,f,f,18,t,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,f,Credit card (automatic),55.20,1058.10,f,4,13-24
4701-MLJPN,Male,f,f,f,31,t,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,t,Electronic check,55.25,1715.65,t,4,25-48
1335-MXCSE,Male,f,t,t,55,t,No,DSL,No,No,Yes,Yes,No,No,Two year,t,Credit card (automatic),55.25,3119.90,f,4,49+
3057-VJJQE,Male,f,f,f,35,t,Yes,DSL,Yes,No,No,No,No,No,Two year,f,Mailed check,55.25,1924.10,f,4,25-48
6303-KFWSL,Female,f,f,f,29,t,Yes,DSL,No,Yes,No,No,No,No,One year,t,Electronic check,55.25,1620.20,f,4,25-48
6682-QJDGB,Male,f,f,t,40,t,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,t,Mailed check,55.25,2139.20,t,4,25-48
5501-TVMGM,Male,f,f,f,1,t,No,DSL,No,No,No,No,No,Yes,Month-to-month,t,Electronic check,55.25,55.25,f,4,01-06
6402-EJMWF,Male,f,f,f,4,t,No,DSL,No,No,No,No,No,Yes,Month-to-month,t,Mailed check,55.30,238.50,f,4,01-06
6865-JZNKO,Female,f,f,f,30,t,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,t,Bank transfer (automatic),55.30,1530.60,f,4,25-48
8903-XEBGX,Male,f,f,t,2,t,No,DSL,No,No,No,No,No,Yes,Month-to-month,t,Electronic check,55.30,108.65,f,4,01-06
3518-PZXZQ,Female,f,t,f,1,t,No,DSL,No,No,No,No,Yes,No,Month-to-month,t,Mailed check,55.30,55.30,f,4,01-06
3173-NVMPX,Female,f,t,t,9,t,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,t,Mailed check,55.30,501.20,f,4,07-12
9308-ANMVE,Male,f,f,t,47,t,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,t,Electronic check,55.30,2654.05,f,4,25-48
5402-HTOTQ,Male,f,f,f,16,t,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,f,Electronic check,55.30,875.35,f,4,13-24
4992-LTJNE,Male,f,t,t,72,t,Yes,DSL,Yes,No,No,No,No,No,Two year,f,Bank transfer (automatic),55.30,3983.60,f,4,49+
0396-UKGAI,Male,f,f,t,23,t,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,t,Bank transfer (automatic),55.30,1284.20,f,4,13-24
7551-DACSP,Male,f,t,t,6,t,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,t,Mailed check,55.30,324.25,t,4,01-06
4484-CGXFK,Female,f,f,f,3,t,No,DSL,No,No,No,No,No,Yes,Month-to-month,t,Electronic check,55.30,196.15,t,4,01-06
5084-OOVCJ,Female,f,t,t,17,t,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,t,Credit card (automatic),55.35,920.50,f,4,13-24
1750-CSKKM,Male,f,f,t,9,t,No,DSL,No,No,No,No,Yes,No,Month-to-month,f,Electronic check,55.35,449.75,t,4,07-12
5724-BIDBU,Male,f,t,f,49,t,Yes,DSL,Yes,No,No,No,No,No,One year,t,Electronic check,55.35,2633.95,f,4,49+
1301-LOPVR,Male,f,t,t,29,f,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,t,Credit card (automatic),55.35,1636.95,f,4,25-48
3656-TKRVZ,Female,f,f,f,3,t,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,f,Electronic check,55.35,165.20,t,4,01-06
3063-QFSZL,Female,f,f,f,1,t,No,DSL,No,No,No,No,No,Yes,Month-to-month,t,Electronic check,55.40,55.40,t,4,01-06
6008-NAIXK,Male,t,f,f,54,f,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,t,Electronic check,55.45,2966.95,f,4,49+
6348-SNFUS,Male,f,t,t,72,f,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,t,Credit card (automatic),55.45,4179.20,f,4,49+
2039-JONDJ,Male,f,f,f,27,t,No,DSL,Yes,Yes,No,No,No,No,One year,f,Bank transfer (automatic),55.45,1477.65,f,4,25-48
9822-OAOVB,Female,f,f,f,1,t,No,DSL,No,No,No,No,No,Yes,Month-to-month,t,Electronic check,55.45,55.45,f,4,01-06
9619-GSATL,Female,f,f,f,43,t,No,DSL,No,Yes,No,Yes,No,No,One year,f,Electronic check,55.45,2444.25,f,4,25-48
6177-PEVRA,Female,f,f,f,48,t,No,DSL,Yes,Yes,No,No,No,No,Two year,f,Credit card (automatic),55.50,2627.35,f,4,25-48
4859-ZSRDZ,Female,f,t,t,58,f,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,t,Credit card (automatic),55.50,3166.90,f,4,49+
3446-QDSZF,Female,f,f,f,4,t,No,DSL,No,No,No,No,Yes,No,Month-to-month,f,Credit card (automatic),55.50,227.35,f,4,01-06
3873-NFTGI,Male,f,f,f,14,t,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,t,Credit card (automatic),55.50,767.55,f,4,13-24
5206-HPJKM,Male,f,f,f,17,t,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,t,Credit card (automatic),55.50,934.15,f,4,13-24
2108-GLPQB,Male,f,t,f,25,t,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,f,Credit card (automatic),55.55,1405.30,f,4,25-48
6397-JNZZG,Female,t,t,f,43,f,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,f,Credit card (automatic),55.55,2342.20,t,4,25-48
4324-BZCKL,Female,f,t,t,10,t,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,t,Mailed check,55.55,551.30,f,4,07-12
4727-MCYZG,Male,f,f,f,1,t,No,DSL,No,No,No,No,No,Yes,Month-to-month,f,Mailed check,55.55,55.55,f,4,01-06
6693-DJWTY,Female,f,f,t,35,t,No,DSL,Yes,Yes,No,No,No,No,One year,f,Credit card (automatic),55.60,2016.45,f,4,25-48
4680-KUTAJ,Female,t,f,f,11,t,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,t,Electronic check,55.60,580.80,f,4,07-12
1821-BUCWY,Male,f,f,f,30,t,No,DSL,Yes,No,Yes,No,No,No,Two year,t,Mailed check,55.65,1653.85,f,4,25-48
8495-PRWFH,Female,t,f,f,42,t,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,f,Electronic check,55.65,2421.75,f,4,25-48
0733-VUNUW,Male,f,f,f,24,t,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,t,Bank transfer (automatic),55.65,1400.55,t,4,13-24
6416-JNVRK,Female,f,f,f,46,t,No,DSL,No,No,No,No,No,Yes,One year,f,Credit card (automatic),55.65,2688.85,f,4,25-48
2314-TNDJQ,Female,f,t,t,72,f,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,f,Credit card (automatic),55.65,3880.05,f,4,49+
3800-LYTRK,Female,f,f,f,14,t,No,DSL,Yes,No,No,Yes,No,No,One year,f,Mailed check,55.70,795.15,f,4,13-24
3413-CSSTH,Male,f,f,f,41,t,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,t,Bank transfer (automatic),55.70,2237.55,f,4,25-48
6921-OZMFH,Male,f,t,t,5,t,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,t,Mailed check,55.70,259.40,f,4,01-06
2043-WVTQJ,Male,f,t,f,1,t,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,f,Mailed check,55.70,55.70,f,4,01-06
8400-WZICQ,Female,f,t,t,55,t,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,f,Electronic check,55.70,3131.80,f,4,49+
2676-OXPPQ,Male,f,f,f,6,t,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,t,Bank transfer (automatic),55.70,335.65,f,4,01-06
9103-TCIHJ,Female,f,f,f,15,t,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,t,Mailed check,55.70,899.80,t,4,13-24
7672-VFMXZ,Male,f,t,f,57,t,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,f,Electronic check,55.70,3171.60,f,4,49+
6629-CZTTH,Male,f,f,f,1,t,No,DSL,No,No,No,No,No,Yes,Month-to-month,t,Mailed check,55.70,55.70,t,4,01-06
9415-TPKRV,Female,f,t,t,8,t,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,f,Electronic check,55.75,446.80,f,4,07-12
8217-QYOHV,Male,f,f,f,5,t,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,t,Mailed check,55.75,266.95,f,4,01-06
9894-QMIMJ,Female,f,f,f,23,t,No,DSL,No,Yes,Yes,No,No,No,One year,f,Bank transfer (automatic),55.80,1327.85,f,4,13-24
4201-JMNGR,Female,t,f,f,1,t,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,t,Electronic check,55.80,55.80,t,4,01-06
1371-WEPDS,Male,t,t,f,40,t,No,DSL,No,No,No,No,No,Yes,One year,f,Electronic check,55.80,2283.30,f,4,25-48
2460-FPSYH,Female,t,f,f,40,f,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,t,Electronic check,55.80,2109.35,t,4,25-48
7055-HNEOJ,Male,f,t,f,3,t,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,t,Mailed check,55.80,154.55,f,4,01-06
5306-BVTKJ,Male,f,t,t,48,t,No,DSL,No,Yes,Yes,No,No,No,One year,t,Credit card (automatic),55.80,2651.20,f,4,25-48
4324-AHJKS,Female,f,f,f,5,t,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,f,Credit card (automatic),55.80,300.40,f,4,01-06
3113-IWHLC,Male,f,f,f,5,t,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,t,Mailed check,55.80,274.35,f,4,01-06
6784-XYJAE,Female,f,f,f,36,t,Yes,DSL,No,No,Yes,No,No,No,One year,f,Electronic check,55.80,1941.50,f,4,25-48
